sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	2-LG-Q	4.71636353603631	9492.27615119229	2AG-ISTD	4.64546569178038	34452.6505827521
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	2-OG-Q	5.90631659080996	66598.0574999999	2AG-ISTD	4.64546569178038	34452.6505827521
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	2AG-Q	4.86651503922578	170250.968011099	2AG-ISTD	4.64546569178038	34452.6505827521
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	2AGE-Q	5.63630518021062	2523.08392566442	2AG-ISTD	4.64546569178038	34452.6505827521
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	AA-Q	5.83286006715387	5442226.98673338	LEA-ISTD	3.92961484403662	339607.769365431
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	AEA-Q	4.0098064790938	42767.9704999998	AEA-ISTD	3.96397936559908	11423.9214537527
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	Alpha-LEA-Q	3.25739355381509	7636.07050000001	LEA-ISTD	3.92961484403662	339607.769365431
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	COR-Q	0.091506711688453	5592046.908183	PEA-ISTD	4.48157325723235	503913.974070427
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	DEA-Q	5.14870243476491	3677.45584535238	OEA-ISTD	4.93828160668792	279807.976444412
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	DGLEA-Q	4.00883449334823	7758.70869068283	LEA-ISTD	3.92961484403662	339607.769365431
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	DHEA-Q	3.95048321727613	19527.8491601039	DHEA-ISTD	3.9286464391541	16504.695134195
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	EPEA-Q	3.93303794415247	2707.79720568324	LEA-ISTD	3.92961484403662	339607.769365431
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	ETAEA-Q	4.92462145709966	517.919017524386	PEA-ISTD	4.48157325723235	503913.974070427
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	LEA-Q	3.95024345021996	264636.285688329	LEA-ISTD	3.92961484403662	339607.769365431
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	NADA-Q	4.96699463003463	1264.71549360506	NADA-ISTD	4.07969984886917	7470.99035397503
pr01_example_aac_0012	pr01_example_aac_0012_a1	sample	1	a	1	5	2013-11-01 01:08:51:00	O-AEA	3.23207563319576	18.9198156315547	AEA-ISTD	3.96397936559908	11423.9214537527
