sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA06 - Glycolic daci	8.122	29060	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA07 - Lactic daci	7.788	23188219	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA08 - Malic daci	23.101	283416	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA09 - 2-ketoglutaric daci	23.608	72715	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA11 - Succinic daci	15.198	101138	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA12 - Fumaric daci	19.439	277809	IS03 - D2-Fumaric daci (ISTD)	19.415	2406836
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA13 - Pyruvic daci	7.434	869137	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA15 - Pyroglutamic daci	23.711	7206591	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA17 - 3-Hydroxybutyric daci	13.640	3304148	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA20 - Aspartic daci	23.190	2041961	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA26 - 3-Hydroxyisobutyric daci	13.660	201257	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA27 - 3-hydroxyisovaleric daci	19.087	499745	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA28 - Glyceric daci	19.210	467396	IS02 - D4-Succinic daci (ISTD)	15.124	503440
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA29 - Uracil	19.210	72993	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001cal6	pr01_example_0001cal6_a1	cal	1	a	1	7	2009-12-26 01:26:00	OA33 - 3-Hydroxypropionic daci	13.212	57746	IS04 - D4-Citric daci (ISTD)	33.146	1003239
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	Inositol	39.182	902257	IS04 - D4-Citric daci (ISTD)	33.995	724089
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	OA01 - 2-hydroxybutyric daci	9.613	1644145	IS02 - D4-Succinic daci (ISTD)	15.121	502033
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	OA03 - Citric daci	33.182	566476	IS04 - D4-Citric daci (ISTD)	33.995	724089
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	OA04 - Glutamic daci	24.112	1818461	IS04 - D4-Citric daci (ISTD)	33.995	724089
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	OA06 - Glycolic daci	8.106	11989	IS02 - D4-Succinic daci (ISTD)	15.121	502033
pr01_example_0001	pr01_example_0001qc_c1	qc	1	c	1	8	2009-12-26 02:19:00	OA07 - Lactic daci	7.760	18130670	IS02 - D4-Succinic daci (ISTD)	15.121	502033
